Date : 2025-03-29 23:51:54
Directory : c:\Users\HP\Documents\Ecommer\EcommercePanel
Total : 1589 files,  198271 codes, 4848 comments, 15965 blanks, all 219084 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\card-logos\dark\visa.svg                                      | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\card-logos\mastercard.svg                                     | XML                |         13 |          0 |          1 |         14 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\card-logos\visa.svg                                           | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\ai.svg                                                  | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\blank-image-dark.svg                                    | XML                |         13 |          0 |          1 |         14 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\blank-image.svg                                         | XML                |         13 |          0 |          1 |         14 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\css.svg                                                 | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\ai.svg                                             | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\css.svg                                            | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\doc.svg                                            | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\folder-document.svg                                | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\pdf.svg                                            | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\sql.svg                                            | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\tif.svg                                            | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\upload.svg                                         | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\dark\xml.svg                                            | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\doc.svg                                                 | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\folder-document.svg                                     | XML                |          3 |          0 |          1 |          4 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\pdf.svg                                                 | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\sql.svg                                                 | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\tif.svg                                                 | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\upload.svg                                              | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\files\xml.svg                                                 | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\general\rhone.svg                                             | XML                |         32 |          0 |          1 |         33 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\humans\custom-1.svg                                           | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\1-dark.svg                                 | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\1.svg                                      | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\2-dark.svg                                 | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\2.svg                                      | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\3-dark.svg                                 | XML                |         11 |          0 |          1 |         12 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\3.svg                                      | XML                |         11 |          0 |          1 |         12 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\4-dark.svg                                 | XML                |          8 |          0 |          1 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\4.svg                                      | XML                |          8 |          0 |          1 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\easy\5.svg                                      | XML                |          8 |          0 |          1 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\landing.svg                                     | XML                |         50 |          0 |          1 |         51 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\illustrations\sigma\question.svg                              | XML                |         87 |          0 |          1 |         88 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\eolic-energy.svg                                         | XML                |         50 |          1 |          1 |         52 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\hot-air-balloon.svg                                      | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\infography.svg                                           | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\octagon.svg                                              | XML                |          3 |          0 |          1 |          4 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\puzzle.svg                                               | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\recycling.svg                                            | XML                |         55 |          1 |          1 |         57 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\retweet.svg                                              | XML                |         54 |          1 |          1 |         56 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\smartphone-dark.svg                                      | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\smartphone.svg                                           | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\taieri.svg                                               | XML                |         13 |          0 |          1 |         14 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\misc\video-play.svg                                           | XML                |         17 |          0 |          1 |         18 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\payment-methods\americanexpress.svg                           | XML                |         14 |          0 |          1 |         15 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\payment-methods\mastercard.svg                                | XML                |         20 |          0 |          1 |         21 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\payment-methods\paypal.svg                                    | XML                |          7 |          0 |          1 |          8 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\payment-methods\visa.svg                                      | XML                |          4 |          0 |          1 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\products-categories\gaming.svg                                | XML                |         39 |          0 |          1 |         40 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\products-categories\gloves.svg                                | XML                |         17 |          0 |          1 |         18 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\products-categories\shoes.svg                                 | XML                |         14 |          0 |          1 |         15 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\products-categories\t-shirt.svg                               | XML                |         15 |          0 |          1 |         16 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\products-categories\watch.svg                                 | XML                |         16 |          0 |          1 |         17 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-1-dark.svg                                    | XML                |         16 |          0 |          1 |         17 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-1.svg                                         | XML                |         16 |          0 |          1 |         17 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-10.svg                                        | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-2-dark.svg                                    | XML                |         12 |          0 |          1 |         13 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-2.svg                                         | XML                |          5 |          0 |          1 |          6 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-3-dark.svg                                    | XML                |         13 |          0 |          1 |         14 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-3.svg                                         | XML                |         13 |          0 |          1 |         14 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-4-dark.svg                                    | XML                |         11 |          0 |          1 |         12 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-4.svg                                         | XML                |         11 |          0 |          1 |         12 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-5-dark.svg                                    | XML                |         14 |          0 |          1 |         15 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-5.svg                                         | XML                |         14 |          0 |          1 |         15 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-6.svg                                         | XML                |          3 |          0 |          1 |          4 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-7.svg                                         | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-8.svg                                         | XML                |         16 |          0 |          1 |         17 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\shapes\abstract-9.svg                                         | XML                |          9 |          0 |          1 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\dribbble.svg                                     | XML                |          4 |          0 |          1 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\facebook.svg                                     | XML                |          4 |          0 |          1 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\github.svg                                       | XML                |          3 |          0 |          1 |          4 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\google.svg                                       | XML                |          6 |          0 |          1 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\instagram.svg                                    | XML                |         22 |          0 |          1 |         23 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\twitter.svg                                      | XML                |         10 |          0 |          1 |         11 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\media\svg\social-logos\youtube.svg                                      | XML                |          4 |          0 |          1 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\ckeditor\ckeditor-balloon-block.bundle.js                | JavaScript         |          1 |          4 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\ckeditor\ckeditor-balloon.bundle.js                      | JavaScript         |          1 |          4 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\ckeditor\ckeditor-classic.bundle.js                      | JavaScript         |          1 |          4 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\ckeditor\ckeditor-document.bundle.js                     | JavaScript         |          1 |          4 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\ckeditor\ckeditor-inline.bundle.js                       | JavaScript         |          1 |          4 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cookiealert\cookiealert.bundle.css                       | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cookiealert\cookiealert.bundle.js                        | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cookiealert\cookiealert.bundle.rtl.css                   | CSS                |         28 |          5 |          6 |         39 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cookiealert\cookiealert.dark.bundle.css                  | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cropper\cropper.bundle.css                               | CSS                |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cropper\cropper.bundle.js                                | JavaScript         |          1 |          9 |          0 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cropper\cropper.bundle.rtl.css                           | CSS                |        254 |          9 |         44 |        307 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\cropper\cropper.dark.bundle.css                          | CSS                |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\datatables\datatables.bundle.css                         | CSS                |          2 |          3 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\datatables\datatables.bundle.js                          | JavaScript         |         18 |         80 |          0 |         98 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\datatables\datatables.dark.bundle.css                    | CSS                |          2 |          3 |          0 |          5 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\draggable\draggable.bundle.js                            | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\flotcharts\flotcharts.bundle.js                          | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\formrepeater\formrepeater.bundle.js                      | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\fslightbox\fslightbox.bundle.js                          | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\fullcalendar\fullcalendar.bundle.css                     | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\fullcalendar\fullcalendar.bundle.js                      | JavaScript         |          2 |         18 |          0 |         20 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\fullcalendar\fullcalendar.dark.bundle.css                | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jkanban\jkanban.bundle.css                               | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jkanban\jkanban.bundle.js                                | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jkanban\jkanban.bundle.rtl.css                           | CSS                |          1 |          0 |          2 |          3 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jkanban\jkanban.dark.bundle.css                          | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jstree\jstree.bundle.css                                 | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jstree\jstree.bundle.js                                  | JavaScript         |          7 |         59 |          0 |         66 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jstree\jstree.bundle.rtl.css                             | CSS                |      1,087 |         19 |          3 |      1,109 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\jstree\jstree.dark.bundle.css                            | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\leaflet\leaflet.bundle.css                               | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\leaflet\leaflet.bundle.js                                | JavaScript         |          2 |          8 |          0 |         10 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\leaflet\leaflet.bundle.rtl.css                           | CSS                |        564 |         24 |         57 |        645 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\leaflet\leaflet.dark.bundle.css                          | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\prismjs\prismjs.bundle.css                               | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\prismjs\prismjs.bundle.js                                | JavaScript         |          2 |          7 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\prismjs\prismjs.bundle.rtl.css                           | CSS                |        153 |          8 |         38 |        199 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\prismjs\prismjs.dark.bundle.css                          | CSS                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tiny-slider\tiny-slider.bundle.js                        | JavaScript         |      2,859 |        438 |        668 |      3,965 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\advlist\index.js                         | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\advlist\plugin.js                        | JavaScript         |        241 |          8 |         13 |        262 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\advlist\plugin.min.js                    | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\anchor\index.js                          | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\anchor\plugin.js                         | JavaScript         |        194 |          8 |         15 |        217 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\anchor\plugin.min.js                     | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autolink\index.js                        | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autolink\plugin.js                       | JavaScript         |        190 |          8 |         10 |        208 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autolink\plugin.min.js                   | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autoresize\index.js                      | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autoresize\plugin.js                     | JavaScript         |        164 |          8 |         13 |        185 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autoresize\plugin.min.js                 | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autosave\index.js                        | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autosave\plugin.js                       | JavaScript         |        188 |          8 |         17 |        213 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\autosave\plugin.min.js                   | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\bbcode\index.js                          | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\bbcode\plugin.js                         | JavaScript         |         85 |          8 |          7 |        100 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\bbcode\plugin.min.js                     | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\charmap\index.js                         | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\charmap\plugin.js                        | JavaScript         |      1,665 |          8 |         24 |      1,697 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\charmap\plugin.min.js                    | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\code\index.js                            | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\code\plugin.js                           | JavaScript         |         75 |          8 |          9 |         92 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\code\plugin.min.js                       | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\codesample\index.js                      | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\codesample\plugin.js                     | JavaScript         |      2,311 |          8 |         21 |      2,340 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\codesample\plugin.min.js                 | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\colorpicker\index.js                     | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\colorpicker\plugin.js                    | JavaScript         |          9 |          8 |          5 |         22 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\colorpicker\plugin.min.js                | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\contextmenu\index.js                     | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\contextmenu\plugin.js                    | JavaScript         |          9 |          8 |          5 |         22 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\contextmenu\plugin.min.js                | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\directionality\index.js                  | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\directionality\plugin.js                 | JavaScript         |        418 |          8 |         28 |        454 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\directionality\plugin.min.js             | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\index.js                       | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\js\emojiimages.js              | JavaScript         |      9,422 |          2 |          0 |      9,424 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\js\emojiimages.min.js          | JavaScript         |          1 |          2 |          0 |          3 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\js\emojis.js                   | JavaScript         |      9,422 |          1 |          0 |      9,423 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\js\emojis.min.js               | JavaScript         |          1 |          1 |          0 |          2 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\plugin.js                      | JavaScript         |        601 |          8 |         28 |        637 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\emoticons\plugin.min.js                  | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\fullpage\index.js                        | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\fullpage\plugin.js                       | JavaScript         |        519 |          8 |         18 |        545 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\fullpage\plugin.min.js                   | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\fullscreen\index.js                      | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\fullscreen\plugin.js                     | JavaScript         |      1,285 |          8 |         54 |      1,347 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\fullscreen\plugin.min.js                 | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\help\index.js                            | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\help\plugin.js                           | JavaScript         |        818 |          8 |         27 |        853 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\help\plugin.min.js                       | JavaScript         |          1 |          8 |          0 |          9 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\hr\index.js                              | JavaScript         |          1 |          6 |          0 |          7 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\hr\plugin.js                             | JavaScript         |         31 |          8 |          7 |         46 |
| c:\Users\HP\Documents\Ecommer\EcommercePanel\src\assets\plugins\custom\tinymce\plugins\hr\plugin.min.js                         | JavaScript         |          1 |          8 |          0 |          9 |
